source,source_layer,element_code,element,site,name,lat,lon,in_lga,nearby_bbox,tail,agency,location_types,classification,source_url
BOM CDO station list,,139,Rainfall,66034,ABBOTSFORD (BLACKWALL POINT RD),-33.8507,151.1295,False,True,Jan 2004 Mar 2026 22.3 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66079,AVALON BEACH (AVALON (PALMGROVE RD)),-33.6358,151.3223,True,True,Oct 1958 Nov 2021 42.8 68 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66053,AVALON (WOLLSTONECRAFT AVE),-33.63,151.3291,True,True,Jan 2002 Jul 2015 13.2 97 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66002,BALGOWLAH (ETHEL STREET),-33.7997,151.2508,True,True,Jun 1940 Dec 1989 49.3 99 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66127,BEACON HILL RAAF,-33.75,151.25,True,True,Oct 1968 Oct 1973 5.1 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66188,BELROSE (EVELYN PLACE),-33.7402,151.2173,True,True,Jul 1991 Apr 2024 32.8 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,67052,BEROWRA (GOODWYN ROAD),-33.625,151.1491,False,True,Apr 1903 Jan 2017 70.3 62 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66178,BIRCHGROVE SCHOOL,-33.85,151.1833,False,True,May 1904 Jun 1910 5.9 96 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66146,BROKEN BAY NATL FITNESS CAMP,-33.5667,151.2667,False,True,Feb 1969 Nov 1975 2.6 38 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66008,BROOKLYN (SANDBROOK INLET),-33.5479,151.2079,False,True,Jun 1913 Jul 2011 57.9 59 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66155,BROOKLYN (WOBBY BEACH),-33.55,151.25,False,True,Jul 1970 Dec 1975 5.5 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66080,CASTLE COVE (ROSEBRIDGE AVE),-33.7809,151.2044,False,True,Oct 1958 Apr 2023 64.6 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66011,CHATSWOOD BOWLING CLUB,-33.801,151.1803,False,True,Jul 1951 Mar 2026 35.6 48 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66010,CHATSWOOD COUNCIL DEPOT,-33.8014,151.1917,False,True,Jan 1897 Dec 1993 59.2 61 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66012,CHATSWOOD WATER SUPPLY,-33.8,151.2,False,True,Jan 1894 Aug 1970 76.7 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66126,COLLAROY (LONG REEF GOLF CLUB),-33.7407,151.3077,True,True,Aug 1965 Mar 2026 43.4 72 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66048,CONCORD (BRAYS RD),-33.8483,151.1105,False,True,Apr 2000 Mar 2026 26.0 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66064,CONCORD WALKER HOSPITAL,-33.8333,151.1,False,True,Nov 1894 Dec 1972 77.8 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66140,COTTAGE POINT (NOTTINGS),-33.6167,151.2,False,True,Feb 1969 Aug 1969 0.6 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66111,CRAYDON,-33.85,151.1167,False,True,Feb 1879 Aug 1921 39.5 93 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66166,CREMORNE GRASMERE ROAD,-33.8283,151.2217,False,True,Jan 1963 Apr 1989 26.0 99 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66044,CROMER GOLF CLUB,-33.7255,151.272,True,True,Mar 1898 Jun 2011 75.1 66 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66142,DUFFYS FOREST (NAMBA RD),-33.6761,151.1818,True,True,Feb 1969 Mar 2026 43.3 76 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66118,FRENCHS FOREST FITSPATRICK AVE,-33.75,151.2333,True,True,Jun 1964 Aug 1982 18.3 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66182,FRENCHS FOREST (FRENCHS FOREST RD),-33.7493,151.2334,True,True,Feb 1957 Apr 2018 60.6 99 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66071,GLADESVILLE CHAMPION RD,-33.8381,151.1161,False,True,Mar 1997 Sep 2000 3.5 97 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66120,GORDON GOLF CLUB,-33.7619,151.1463,False,True,Aug 1906 Jan 2026 107.3 90 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66107,HORNSBY JUNCTION (THORNLEIGH),-33.8,151.1,False,True,Jan 1890 Dec 1926 35.8 97 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66106,HORNSBY MURIEL STREET,-33.7,151.1,False,True,Jan 1923 Aug 1930 7.6 99 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66027,HORNSBY MWSDB,-33.7,151.1,False,True,Dec 1946 Sep 1973 26.7 99 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66108,HUNTERS HILL ST JOSEPHS COLLEG,-33.8333,151.1333,False,True,Jan 1916 Dec 1923 8.0 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66109,HUNTERS HILL (THE BUNGALOW),-33.8,151.1,False,True,Jan 1893 Feb 1943 50.2 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66123,INGLESIDE,-33.6833,151.2667,True,True,May 1964 Dec 1977 6.3 46 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66183,INGLESIDE (ANIMAL WELFARE LEAGUE NSW),-33.671,151.274,True,True,Jan 1984 Dec 2012 27.0 93 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66105,KILLARA,-33.7667,151.1667,False,True,Jul 1909 Jan 1922 12.3 97 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66031,KILLARA (METRO),-33.7667,151.1667,False,True,Jan 1943 Jun 1951 8.5 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66143,KURING-GAI CHASE (WEST HEAD),-33.58,151.2983,True,True,Feb 1969 Dec 1991 19.3 84 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66032,LINDFIELD WEST,-33.7822,151.1486,False,True,Apr 1950 Jun 1992 40.7 96 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66156,MACQUARIE PARK (WILLANDRA VILLAGE),-33.7791,151.1121,False,True,Nov 1970 Sep 2023 45.7 86 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66099,MANLY (FAIRLIGHT),-33.8,151.2667,True,True,Sep 1926 Aug 1936 10.0 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66088,MANLY NORTH,-33.7833,151.2833,True,True,Sep 1959 Jul 1975 15.9 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66089,MANLY NORTH BOWLING CLUB,-33.7939,151.2692,True,True,Dec 1961 Nov 1987 21.8 84 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66138,MANLY (NORTH HEAD),-33.815,151.2969,True,True,Dec 1968 Jul 1997 21.0 73 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66035,MANLY TOWN HALL,-33.8,151.3,False,True,May 1914 Nov 1963 49.4 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66153,MANLY VALE (MANLY DAM),-33.7822,151.2556,True,True,Jun 1906 Oct 2006 67.3 67 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66115,MARSFIELD,-33.7833,151.1167,False,True,May 1964 Jun 1965 1.2 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66193,MARSFIELD (MACQUARIE UNIVERSITY NO:2),-33.7654,151.1176,False,True,Mar 1994 Oct 1995 1.7 100 Y,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66102,MEADOW BANK,-33.8167,151.1167,False,True,Jan 1903 Dec 1916 13.4 96 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66039,MIDDLECOVE,-33.8,151.2,False,True,Feb 1943 Jul 1953 10.5 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66141,MONA VALE GOLF CLUB,-33.6795,151.3076,True,True,Feb 1969 Feb 2025 54.1 96 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66042,MOSMAN (BAPAUME ROAD),-33.8194,151.2428,False,True,Sep 1895 Mar 2005 109.5 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66184,MOSMAN COUNCIL,-33.834,151.2484,False,True,Sep 1984 Aug 2007 19.1 83 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66041,MOSMAN WATER SUPPLY,-33.8333,151.25,False,True,Jun 1904 Oct 1967 63.3 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66119,MOUNT KURING-GAI (LEDORA FARM),-33.6403,151.1412,False,True,May 1964 Aug 2025 61.2 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66045,NEWPORT BOWLING CLUB,-33.6572,151.3187,True,True,Jul 1931 Dec 2010 77.9 98 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66167,NORTHBRIDGE BOWLING CLUB,-33.8057,151.2145,False,True,Jan 1980 Dec 2000 21.0 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66130,NORTHBRIDGE (SAILORS BAY),-33.8167,151.2167,False,True,Jan 1924 Apr 1980 56.3 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66213,NORTH RYDE GOLF CLUB,-33.8005,151.1201,False,True,Aug 2011 Mar 2026 14.7 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66081,NORTH RYDE STROUD STREET,-33.8,151.1333,False,True,Aug 1960 Dec 1977 17.4 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66114,NORTH TURRAMURRA (DRYDEN RD),-33.7179,151.147,False,True,May 2005 Dec 2009 4.7 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66083,PALM BEACH COASTERS RETREAT,-33.6,151.3,True,True,Apr 1960 Nov 1989 23.5 79 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66128,PALM BEACH (SUNRISE ROAD),-33.5965,151.3221,True,True,Sep 1965 Jul 2023 49.3 85 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,61310,PEARL BEACH (CROMMELIN RESEARCH STATION),-33.5491,151.299,False,True,Mar 1953 Jul 1998 26.7 59 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66151,PRIMROSE PARK (FOLLY POINT),-33.8167,151.2167,False,True,Aug 1912 Aug 1918 6.0 99 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66096,PYMBLE,-33.7167,151.1667,False,True,Oct 1914 Oct 1920 5.7 93 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66157,PYMBLE (CANISIUS COLLEGE),-33.7371,151.1521,False,True,Dec 1947 Jul 2011 62.6 98 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66131,RIVERVIEW OBSERVATORY,-33.8258,151.1556,False,True,Jan 1905 Mar 2015 95.0 86 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66056,ROSEVILLE BOWLING CLUB,-33.7833,151.1833,False,True,Jun 1914 Aug 1979 60.7 93 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66057,RYDE PUMPING STATION,-33.8167,151.1,False,True,Jan 1894 Jun 1978 84.3 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66175,SCHNAPPER ISLAND,-33.85,151.1667,False,True,Mar 1932 Jul 1939 5.7 76 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66145,SEAFORTH CASTLE CIRCUIT,-33.7894,151.2392,True,True,Oct 1968 Dec 1993 25.2 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66206,ST IVES (RICHMOND AVENUE),-33.7096,151.173,False,True,Apr 1998 Feb 2021 22.9 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66095,SYDNEY (HORNBY LIGHT),-33.8333,151.2833,False,True,Jan 1840 Dec 1932 30.4 33 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66061,SYDNEY NTH BOWLING CLUB,-33.8333,151.2,False,True,Apr 1950 Nov 1974 23.2 94 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66214,SYDNEY (OBSERVATORY HILL),-33.8593,151.2048,False,True,Oct 2017 Mar 2026 8.5 100 Y,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66077,TERREY HILLS,-33.6833,151.2333,True,True,Oct 1963 Feb 1966 2.3 96 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66059,TERREY HILLS AWS,-33.6908,151.2253,True,True,Sep 2004 Mar 2026 21.6 100 Y,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66158,TURRAMURRA (KISSING POINT ROAD),-33.7366,151.1271,False,True,Jan 1912 Oct 2018 91.6 86 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66117,TURRAMURRA NORTH,-33.7167,151.1667,False,True,May 1964 Aug 1967 3.3 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66180,TURRAMURRA (PIBRAC),-33.7,151.1,False,True,Jan 1891 Aug 1918 24.0 87,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66211,WAHROONGA (ADA AVENUE),-33.7242,151.1144,False,True,Mar 2010 Mar 2026 16.0 99 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66205,WAHROONGA (BOUNDARY ROAD),-33.7073,151.1315,False,True,Mar 1998 Dec 2005 7.8 100 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66063,WAHROONGA RESERVOIR,-33.7206,151.1128,False,True,Aug 1906 Jan 1991 53.9 64 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66163,WATSONS BAY (HMAS WATSON),-33.8369,151.2797,False,True,Oct 1968 Nov 1997 21.8 75 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
BOM CDO station list,,139,Rainfall,66065,WATSONS BAY (VAUCLUSE),-33.85,151.3,False,True,Jan 1914 Jul 1952 34.1 88 N,,,,https://www.bom.gov.au/climate/data/lists_by_element/alphaNSW_139.txt
